Tweet ID,User,Content,Posted At (EST),Posted Date,Posted Time,Imported At (EST),Imported Date,Imported Time
2047457373090939184,WhiteHouse,"DELIVERING LOWER HEALTHCARE COSTS 🇺🇸

President Donald J. Trump Announces Deal with Regeneron to Bring Most-Favored-Nation Pricing to American Patients https://t.co/NJmRE0Ga8q",4/23/2026, 7:27:32 PM,4/23/2026,7:27:32 PM,4/23/2026, 7:30:27 PM,4/23/2026,7:30:27 PM
2047456726278922425,WhiteHouse,"RT @DHSgov: FAIRFAX, VIRGINIA: @HSI_DC has arrested a criminal illegal CHILD PREDATOR who Virginia sanctuary politicians RELEASED.

Roni Me…",4/23/2026, 7:24:58 PM,4/23/2026,7:24:58 PM,4/23/2026, 7:25:26 PM,4/23/2026,7:25:26 PM
2047436553207599538,WhiteHouse,"President Donald J. Trump provides an update on the ceasefire meeting between Israel and Lebanon. https://t.co/73V41K2Wwl https://t.co/vDaVfrgchB",4/23/2026, 6:04:48 PM,4/23/2026,6:04:48 PM,4/23/2026, 6:05:27 PM,4/23/2026,6:05:27 PM
2047430957506969814,WhiteHouse,"🇺🇸 @VP Vance speaks on the Israel-Lebanon ceasefire extension — a historic moment.

""Of course it wouldn't have happened without the President's direct engagement."" https://t.co/inYTsjMvMC",4/23/2026, 5:42:34 PM,4/23/2026,5:42:34 PM,4/23/2026, 5:45:30 PM,4/23/2026,5:45:30 PM
2047429447578529944,WhiteHouse,"🚨 ""The Meeting went very well! The United States is going to work with Lebanon in order to help it protect itself from Hezbollah. The Ceasefire between Israel and Lebanon will be extended by THREE WEEKS."" - President Donald J. Trump 🇺🇸 https://t.co/OUyewZJKmT",4/23/2026, 5:36:34 PM,4/23/2026,5:36:34 PM,4/23/2026, 5:40:28 PM,4/23/2026,5:40:28 PM
2047424589131657369,WhiteHouse,"AMERICA FIRST 🇺🇸 https://t.co/EqGERZYQW4",4/23/2026, 5:17:16 PM,4/23/2026,5:17:16 PM,4/23/2026, 5:20:27 PM,4/23/2026,5:20:27 PM
2047424587286126596,WhiteHouse,"America is leading the AI race and our foreign adversaries know it.

The Trump Administration will not allow China to subvert American interests by stealing AI. https://t.co/El76mljxKY",4/23/2026, 5:17:15 PM,4/23/2026,5:17:15 PM,4/23/2026, 5:20:27 PM,4/23/2026,5:20:27 PM
2047406166024634734,WhiteHouse,"Regeneron is the 17th pharmaceutical giant offering to sell their drugs at Most-Favored-Nation drug pricing. 🇺🇸

It's simple: President Trump refuses to let America get ripped off in the global drug market. The United States will have the LOWEST drug prices anywhere in the world. https://t.co/W3Uyh602Ao",4/23/2026, 4:04:03 PM,4/23/2026,4:04:03 PM,4/23/2026, 4:05:27 PM,4/23/2026,4:05:27 PM
2047405095747510358,WhiteHouse,"President Donald J. Trump is making D.C. beautiful again! 🇺🇸 https://t.co/wHBtPowefr",4/23/2026, 3:59:48 PM,4/23/2026,3:59:48 PM,4/23/2026, 4:00:34 PM,4/23/2026,4:00:34 PM
2047401014131626095,WhiteHouse,"RT @KushDesai47: Regeneron’s announcement means 17 out of the 17 pharmaceutical companies that received letters last year have now struck d…",4/23/2026, 3:43:35 PM,4/23/2026,3:43:35 PM,4/23/2026, 3:45:31 PM,4/23/2026,3:45:31 PM
2047394801398542396,WhiteHouse,"VISIT https://t.co/ZUEHHV4KFp NOW 🇺🇸 https://t.co/bD5Hrna0qp",4/23/2026, 3:18:54 PM,4/23/2026,3:18:54 PM,4/23/2026, 3:20:25 PM,4/23/2026,3:20:25 PM
2047393122942959916,WhiteHouse,"President Trump Participates in a Health Care Affordability Event https://t.co/L7sBaGu9A6",4/23/2026, 3:12:13 PM,4/23/2026,3:12:13 PM,4/23/2026, 3:15:29 PM,4/23/2026,3:15:29 PM
2047380614794416315,WhiteHouse,"If you've never been a panican... this pin's for you. 🇺🇸 https://t.co/JmI0PTDPuh",4/23/2026, 2:22:31 PM,4/23/2026,2:22:31 PM,4/23/2026, 2:25:42 PM,4/23/2026,2:25:42 PM
2047376664447868997,WhiteHouse,"First Lady Melania Trump speaks at the 113th Annual First Lady's Luncheon on her landmark legislation to protect the foster care community with members of the Ways and Means Committee.

@FLOTUS will never stop fighting for America's future generation. 💛 https://t.co/1raDNWwO3N",4/23/2026, 2:06:49 PM,4/23/2026,2:06:49 PM,4/23/2026, 2:10:41 PM,4/23/2026,2:10:41 PM
2047374254916661379,WhiteHouse,"RT @PressSec: 🚨TODAY AT 3PM: White House to Announce a Deal With Pharmaceutical Company Regeneron

TUNE IN! 📺 https://t.co/0XvfHmOMEA",4/23/2026, 1:57:15 PM,4/23/2026,1:57:15 PM,4/23/2026, 2:00:41 PM,4/23/2026,2:00:41 PM
2047341923271147963,WhiteHouse,"We’re waiting… https://t.co/iRSZvCbHwT https://t.co/2XfncAkXoF",4/23/2026, 11:48:46 AM,4/23/2026,11:48:46 AM,4/23/2026, 11:50:40 AM,4/23/2026,11:50:40 AM
2047341315570975126,WhiteHouse,"https://t.co/R23uR9RR9y",4/23/2026, 11:46:22 AM,4/23/2026,11:46:22 AM,4/23/2026, 11:50:40 AM,4/23/2026,11:50:40 AM
2047336714339811739,WhiteHouse,"RT @Freedom250: JUST ANNOUNCED: Secretary of War Pete Hegseth is set to speak at Rededicate 250.

May 17 • 8 AM ET • National Mall

Join Am…",4/23/2026, 11:28:05 AM,4/23/2026,11:28:05 AM,4/23/2026, 11:30:41 AM,4/23/2026,11:30:41 AM
2047333451502694712,WhiteHouse,"MORE https://t.co/fFomBrWPuW",4/23/2026, 11:15:07 AM,4/23/2026,11:15:07 AM,4/23/2026, 11:15:42 AM,4/23/2026,11:15:42 AM
2047333448688291841,WhiteHouse,"Positive manufacturing job growth. Reshoring boom. Industry leaders rejoicing.

American manufacturing is BACK. https://t.co/cv3mhDO2U7",4/23/2026, 11:15:06 AM,4/23/2026,11:15:06 AM,4/23/2026, 11:15:42 AM,4/23/2026,11:15:42 AM
2047305883361681790,WhiteHouse,"RT @TheJusticeDept: 🚨Justice Department Places FDA-Approved Marijuana Products and Products Containing Marijuana Subject to a Qualifying St…",4/23/2026, 9:25:34 AM,4/23/2026,9:25:34 AM,4/23/2026, 9:30:44 AM,4/23/2026,9:30:44 AM
2047303391412465817,WhiteHouse,"""I have ordered the United States Navy to shoot and kill any boat, small boats though they may be (Their naval ships are ALL, 159 of them, at the bottom of the sea!), that is putting mines in the waters of the Strait of Hormuz. There is to be no hesitation."" - President Donald J. https://t.co/zRS9PEfUBW",4/23/2026, 9:15:40 AM,4/23/2026,9:15:40 AM,4/23/2026, 9:20:42 AM,4/23/2026,9:20:42 AM
2047125808716685786,WhiteHouse,"RT @SecScottBessent: .@USTreasury's Office of Investment Security is launching the Investment Security Technology Initiative to convene lea…",4/22/2026, 9:30:01 PM,4/22/2026,9:30:01 PM,4/22/2026, 9:30:42 PM,4/22/2026,9:30:42 PM
2047125734066430010,WhiteHouse,"RT @DHSgov: KEEPING OUR HOMELAND SAFE.

On Sunday, @CBP officers at the Area Port of Nogales seized dozens of weapons from a car attempting…",4/22/2026, 9:29:43 PM,4/22/2026,9:29:43 PM,4/22/2026, 9:30:42 PM,4/22/2026,9:30:42 PM
